"","ReviewSource","brand","AvgResponse"
"1","AppStore","abeg",778.831818181818
"2","AppStore","flutterwave",9759.77368421053
"3","Playstore","abeg",53.5962483829237
"4","Playstore","flutterwave",54.6124419204956
